臺灣 Taiwan,#genre#
RHK 31,http://test.jdshipin.com:8880/smt.php?id=rhk31_twn
RHK 32,http://test.jdshipin.com:8880/smt.php?id=rhk32_twn
TVB 星河,http://test.jdshipin.com:8880/smt.php?id=tvbxinhe_twn
VIUTV1,http://test.jdshipin.com:8880/smt.php?id=viu1_twn
Viu TV 69,http://test.jdshipin.com:8880/smt.php?id=viutv69_hkdavid
Viu6,http://test.jdshipin.com:8880/smt.php?id=viusix_twn
iNews 新聞台,http://test.jdshipin.com:8880/smt.php?id=inews_twn
無線財經資訊台,http://test.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
珍珠台(備用),http://test.jdshipin.com:8880/smt.php?id=pearl_hkdavid
珍珠台,http://test.jdshipin.com:8880/smt.php?id=pearl_twn
翡翠台(備用),http://test.jdshipin.com:8880/smt.php?id=jade_mike
翡翠台,http://test.jdshipin.com:8880/smt.php?id=jade_twn
鳳凰衛視,http://test.jdshipin.com:8880/smt.php?id=phoenixtv_hd
鳳凰資訊,http://test.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
鳳凰香港,http://test.jdshipin.com:8880/smt.php?id=hkphoenix_twn
中國 China梯子,#genre#
CCTV-1,http://test.jdshipin.com:8880/smt.php?id=cctv1
CCTV-2,http://test.jdshipin.com:8880/smt.php?id=cctv2
CCTV-3,http://test.jdshipin.com:8880/smt.php?id=cctv3
CCTV-4,http://test.jdshipin.com:8880/smt.php?id=cctv4
CCTV-4 ,http://test.jdshipin.com:8880/smt.php?id=Cctv4
CCTV-5,http://test.jdshipin.com:8880/smt.php?id=cctv5
CCTV-5+,http://test.jdshipin.com:8880/smt.php?id=cctv5plus
CCTV-6,http://test.jdshipin.com:8880/smt.php?id=cctv6
CCTV-7,http://test.jdshipin.com:8880/smt.php?id=cctv7
CCTV-8,http://test.jdshipin.com:8880/smt.php?id=cctv8hd
CCTV-9,http://test.jdshipin.com:8880/smt.php?id=cctv9hd
CCTV-10,http://test.jdshipin.com:8880/smt.php?id=cctv10hd
CCTV-11,http://test.jdshipin.com:8880/smt.php?id=cctv11
CCTV-12,http://test.jdshipin.com:8880/smt.php?id=cctv12
CCTV-13,http://test.jdshipin.com:8880/smt.php?id=cctv13
CCTV-14,http://test.jdshipin.com:8880/smt.php?id=cctv14
CCTV-15,http://test.jdshipin.com:8880/smt.php?id=cctv15
CCTV-16,http://test.jdshipin.com:8880/smt.php?id=cctv16
CCTV-17,http://test.jdshipin.com:8880/smt.php?id=cctv17
湖南衛視,http://test.jdshipin.com:8880/smt.php?id=hunan_twn
江蘇衛視,http://test.jdshipin.com:8880/smt.php?id=jiangsu_twn
深圳衛視,http://test.jdshipin.com:8880/smt.php?id=shenzhen
大灣區衛視,http://test.jdshipin.com:8880/smt.php?id=nanfang_twn
廣東衛視,http://test.jdshipin.com:8880/smt.php?id=guangdongweishi_twn
北京衛視,http://test.jdshipin.com:8880/smt.php?id=beijing
廣東珠江,http://test.jdshipin.com:8880/smt.php?id=zhujiang
廣西衛視,http://test.jdshipin.com:8880/smt.php?id=guangxi
湖北衛視,http://test.jdshipin.com:8880/smt.php?id=hubei
四川衛視,http://test.jdshipin.com:8880/smt.php?id=sichuan_twn
鳳凰衛視,http://test.jdshipin.com:8880/smt.php?id=phoenixtv_hd
東方衛視,http://test.jdshipin.com:8880/smt.php?id=dongfangweishi_twn
CGTN,http://test.jdshipin.com:8880/smt.php?id=CGTN
鳳凰資訊,http://test.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
體育 Sports梯子,#genre#
Supersports 1,http://test.jdshipin.com:8880/smt.php?id=Assp1
Supersports 1(備用),http://test.jdshipin.com:8880/smt.php?id=go_assp1
Supersportq 1(備用2),http://test.jdshipin.com:8880/smt.php?id=Assp1_mega
Supersports 2,http://test.jdshipin.com:8880/smt.php?id=Assp2
Supersports 2(備用),http://test.jdshipin.com:8880/smt.php?id=go_assp2
Supersports 3,http://test.jdshipin.com:8880/smt.php?id=Assp3
Supersports 3(備用),http://test.jdshipin.com:8880/smt.php?id=go_assp3
Supersports 3(備用2),http://test.jdshipin.com:8880/smt.php?id=Assp3_mega
Supersports 4,http://test.jdshipin.com:8880/smt.php?id=Assp4_mega
Supersports 4(備用),http://test.jdshipin.com:8880/smt.php?id=go_assp4
Supersports 5,http://test.jdshipin.com:8880/smt.php?id=go_assp5
Bein 2HD,http://test.jdshipin.com:8880/smt.php?id=Beinhd
Beinsports HD,http://test.jdshipin.com:8880/smt.php?id=Besports
Champion 5 EPL,http://test.jdshipin.com:8880/smt.php?id=Champion5epl
WWE,http://test.jdshipin.com:8880/smt.php?id=Wwe
Champion 6 EPL,http://test.jdshipin.com:8880/smt.php?id=Champion6epl
Fight Sports,http://test.jdshipin.com:8880/smt.php?id=Fs
UFC Network,http://test.jdshipin.com:8880/smt.php?id=ufc_mega
NBA TV,http://test.jdshipin.com:8880/smt.php?id=nbatv_twn
Astro Cricket,http://test.jdshipin.com:8880/smt.php?id=Acricket_mega
Astro Golf,http://test.jdshipin.com:8880/smt.php?id=Agolf
TNT Sports 1,http://test.jdshipin.com:8880/smt.php?id=beeone
TNT Sports 2,http://test.jdshipin.com:8880/smt.php?id=beetwo
TNT Sports 3,http://test.jdshipin.com:8880/smt.php?id=beethree
TNT Sports 4,http://test.jdshipin.com:8880/smt.php?id=beefour
Sony Ten 1,http://test.jdshipin.com:8880/smt.php?id=ten1_raj
Sony Ten 2,http://test.jdshipin.com:8880/smt.php?id=ten2_raj
Sony Ten 3,http://test.jdshipin.com:8880/smt.php?id=ten3_raj
SPOTV 1 HD,http://test.jdshipin.com:8880/smt.php?id=go_spotv
SPO TV 2,http://test.jdshipin.com:8880/smt.php?id=go_spotv2
Beinsports 2 HD,http://test.jdshipin.com:8880/smt.php?id=Bein2hd
Skysports Arena,http://test.jdshipin.com:8880/smt.php?id=tiankongarena
Skysports F1,http://test.jdshipin.com:8880/smt.php?id=tiankongf1
Skysports Cricket,http://test.jdshipin.com:8880/smt.php?id=tiankongcricket
Skysports EPL,http://test.jdshipin.com:8880/smt.php?id=tiankongepl
Skysports Football,http://test.jdshipin.com:8880/smt.php?id=tiankongfootball
Skysports Golf,http://test.jdshipin.com:8880/smt.php?id=tiankonggolf
Skysports Main Event,http://test.jdshipin.com:8880/smt.php?id=tiankongmain
Skysports News,http://test.jdshipin.com:8880/smt.php?id=tiankongnews
Skysports NFL,http://test.jdshipin.com:8880/smt.php?id=tiankongnfl
Skysports Racing,http://test.jdshipin.com:8880/smt.php?id=tiankongracing
Skysports Mix,http://test.jdshipin.com:8880/smt.php?id=tiankongmix
CCTV-5,http://test.jdshipin.com:8880/smt.php?id=cctv5
CCTV-5+,http://test.jdshipin.com:8880/smt.php?id=cctv5plus
愛爾達體育2台,http://test.jdshipin.com:8880/smt.php?id=eltasport2_twn
愛爾達體育3台,http://test.jdshipin.com:8880/smt.php?id=eltasport3_twn
RTM Sports HD,http://test.jdshipin.com:8880/smt.php?id=Rtmsport
Arena,http://test.jdshipin.com:8880/smt.php?id=Arena
Arena 2,http://test.jdshipin.com:8880/smt.php?id=Arena2
BolaArena 1,http://test.jdshipin.com:8880/smt.php?id=Bolaarena1
Bein 1 Sports,http://test.jdshipin.com:8880/smt.php?id=bein1_mega
Bein 2 Sports,http://test.jdshipin.com:8880/smt.php?id=bein2_mega
Bein 3 Sports,http://test.jdshipin.com:8880/smt.php?id=bein3_mega
Bein 4 Sports,http://test.jdshipin.com:8880/smt.php?id=bein4_mega
Bein 5 Sports,http://test.jdshipin.com:8880/smt.php?id=bein5_mega
Bein 6 Sports,http://test.jdshipin.com:8880/smt.php?id=bein6_mega
Bein 7 Sports,http://test.jdshipin.com:8880/smt.php?id=bein7_mega
Rugby Pass TV,http://test.jdshipin.com:8880/smt.php?id=Rugbypasstv
BolaArena 2,http://test.jdshipin.com:8880/smt.php?id=Bolaarena2
印度 Indian梯子,#genre#
Sun TV HD,http://test.jdshipin.com:8880/smt.php?id=Suntv
Star Vijay,http://test.jdshipin.com:8880/smt.php?id=Starvijay
Colors Tamil,http://test.jdshipin.com:8880/smt.php?id=Colorstam_mega
Sun Music,http://test.jdshipin.com:8880/smt.php?id=Sunmusic
Astro Sunlife,http://test.jdshipin.com:8880/smt.php?id=Sunlife
Astro Vaanavil,http://test.jdshipin.com:8880/smt.php?id=Vaanavil
Zee Tamil,http://test.jdshipin.com:8880/smt.php?id=Zeetamil
Zee Business,http://test.jdshipin.com:8880/smt.php?id=Zeebusiness
News 18 Tamil,http://test.jdshipin.com:8880/smt.php?id=news18tamil_raj
Adithya,http://test.jdshipin.com:8880/smt.php?id=Adithya
Makkal TV,http://test.jdshipin.com:8880/smt.php?id=Makkaltv
Zee Action,http://test.jdshipin.com:8880/smt.php?id=Zeeaction
Astro KTV,http://test.jdshipin.com:8880/smt.php?id=Astroktv
Zee TV HD,http://test.jdshipin.com:8880/smt.php?id=Zeetvhd
Zee Cinema HD,http://test.jdshipin.com:8880/smt.php?id=Zeecinemahd
Color HD,http://test.jdshipin.com:8880/smt.php?id=Colorhd
Starplus HD,http://test.jdshipin.com:8880/smt.php?id=Starplushd
Picture HD,http://test.jdshipin.com:8880/smt.php?id=Npicture
Zee News,http://test.jdshipin.com:8880/smt.php?id=Zeenews
Asianet,http://test.jdshipin.com:8880/smt.php?id=asianet_raj
Asianet News,http://test.jdshipin.com:8880/smt.php?id=asianetnews_raj
Times Now,http://test.jdshipin.com:8880/smt.php?id=timesnow_mega
BBC Earth Tamil,http://test.jdshipin.com:8880/smt.php?id=bbcearthtam_raj
Discovery World Tamil,http://test.jdshipin.com:8880/smt.php?id=discoveryworldtam_raj
History Tamil,http://test.jdshipin.com:8880/smt.php?id=historytam_raj
NatGeo Tamil,http://test.jdshipin.com:8880/smt.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://test.jdshipin.com:8880/smt.php?id=natgeowildtamil_raj
Discovery Kids Tamil,http://test.jdshipin.com:8880/smt.php?id=discoverykidtamil_raj
Discovery Tamil,http://test.jdshipin.com:8880/smt.php?id=discoverytamil_raj
Sony Yay Tamil,http://test.jdshipin.com:8880/smt.php?id=sonyyaytam_raj
Sun TV India,http://test.jdshipin.com:8880/smt.php?id=suntv_raj
Starmaa HD,http://test.jdshipin.com:8880/smt.php?id=starmaa_raj
Starmaa Movies HD,http://test.jdshipin.com:8880/smt.php?id=starmaamovies_raj
Bollyone,http://test.jdshipin.com:8880/smt.php?id=Bollyone
Astro Sunmusic,http://test.jdshipin.com:8880/smt.php?id=Sunmusic
Sony Pix HD,http://test.jdshipin.com:8880/smt.php?id=sonypix_mega
Vijay Super,http://test.jdshipin.com:8880/smt.php?id=vijaysuper_raj
電影 Movie梯子,#genre#
AXN,http://test.jdshipin.com:8880/smt.php?id=axn_twn
Animax,http://test.jdshipin.com:8880/smt.php?id=Animax
Astrol Kplus,http://test.jdshipin.com:8880/smt.php?id=Kplus
Axn HD,http://test.jdshipin.com:8880/smt.php?id=Axn
CCTV-6,http://test.jdshipin.com:8880/smt.php?id=cctv6
CINEMAX,http://test.jdshipin.com:8880/smt.php?id=cinemax_twn
Celestial Classic,http://test.jdshipin.com:8880/smt.php?id=Celestial2
Celestial Movies HD,http://test.jdshipin.com:8880/smt.php?id=Celestialindo
Cinemax,http://test.jdshipin.com:8880/smt.php?id=Cinemax
HBO Family,http://test.jdshipin.com:8880/smt.php?id=Hbofamily
HBO HD,http://test.jdshipin.com:8880/smt.php?id=Hbo
HBO Hits,http://test.jdshipin.com:8880/smt.php?id=Hbohits
HBO Signature,http://test.jdshipin.com:8880/smt.php?id=Hbosignature
HBO_HD,http://test.jdshipin.com:8880/smt.php?id=hbohd_twn
HBO_HITS,http://test.jdshipin.com:8880/smt.php?id=hbohits_twn
Hits Movie,http://test.jdshipin.com:8880/smt.php?id=Hitsmovie
Hits,http://test.jdshipin.com:8880/smt.php?id=Hits
Hollywood Movies,http://test.jdshipin.com:8880/smt.php?id=hollywoodmovies_twn
Movies Now HD,http://test.jdshipin.com:8880/smt.php?id=moviesnow_raj
One,http://test.jdshipin.com:8880/smt.php?id=One_mega
Paramount Network,http://test.jdshipin.com:8880/smt.php?id=Paramountnetwork
Rock Actions,http://test.jdshipin.com:8880/smt.php?id=Rockaction
Rock Entertainment,http://test.jdshipin.com:8880/smt.php?id=Rockentertain
SCM,http://test.jdshipin.com:8880/smt.php?id=Weishimovie
Sony Pix HD,http://test.jdshipin.com:8880/smt.php?id=sonypix_mega
Star Movies HD,http://test.jdshipin.com:8880/smt.php?id=starmovies_raj
Thrill,http://test.jdshipin.com:8880/smt.php?id=Thrill
Warner TV,http://test.jdshipin.com:8880/smt.php?id=WarnerTV
tvN Movie,http://test.jdshipin.com:8880/smt.php?id=Tvnmovie
大愛2台,http://test.jdshipin.com:8880/smt.php?id=catchplay_twn
龍華電影,http://test.jdshipin.com:8880/smt.php?id=xingwei_movie
東森洋片,http://test.jdshipin.com:8880/smt.php?id=ettvwestern
東森電影,http://test.jdshipin.com:8880/smt.php?id=ettvmovie
美亞電影,http://test.jdshipin.com:8880/smt.php?id=meiyamovie_twn
龍華洋片,http://test.jdshipin.com:8880/smt.php?id=lunghuawestern_twn
龍祥时代,http://test.jdshipin.com:8880/smt.php?id=lungxiangtime_twn
紀錄 Documentary梯子,#genre#
AFC 亞洲旅遊台,http://test.jdshipin.com:8880/smt.php?id=asiatravel_twn
Animal Planet (Eng),http://test.jdshipin.com:8880/smt.php?id=AnimalPlanet
Animal_Planet,http://test.jdshipin.com:8880/smt.php?id=animalplanet_twn
Asia Travel,http://test.jdshipin.com:8880/smt.php?id=asiatravel_twn
BBC Earth HD,http://test.jdshipin.com:8880/smt.php?id=bbcearth_twn
BBC Earth Lifestyle,http://test.jdshipin.com:8880/smt.php?id=bbclifestyle_twn
CI,http://test.jdshipin.com:8880/smt.php?id=ci_twn
Discovery Asia,http://test.jdshipin.com:8880/smt.php?id=discoverytwn_twn
Discovery HD,http://test.jdshipin.com:8880/smt.php?id=discoveryhd_twn
Fashion TV,http://test.jdshipin.com:8880/smt.php?id=fashiontv_twn
Foodnetwork Hd,http://test.jdshipin.com:8880/smt.php?id=Foodnetwork_mega
HGTV,http://test.jdshipin.com:8880/smt.php?id=HGTV
History,http://test.jdshipin.com:8880/smt.php?id=History
MTV Live,http://test.jdshipin.com:8880/smt.php?id=mtvhd_twn
NatGeo HD,http://test.jdshipin.com:8880/smt.php?id=Natgeo
NatGeo Wild HD,http://test.jdshipin.com:8880/smt.php?id=Natgeowild
NatGeo_Wild HD,http://test.jdshipin.com:8880/smt.php?id=natgeowild_twn
Natgeo_HD,http://test.jdshipin.com:8880/smt.php?id=natgeohd_twn
TLC,http://test.jdshipin.com:8880/smt.php?id=Tlc
TLC Asia,http://test.jdshipin.com:8880/smt.php?id=tlc_twn
亞洲美食,http://test.jdshipin.com:8880/smt.php?id=afc_twn
美食星球,http://test.jdshipin.com:8880/smt.php?id=foodplanet_twn
新聞 News梯子,#genre#
ABC News,http://test.jdshipin.com:8880/smt.php?id=abcnews_glo
Al-Jazeera,http://test.jdshipin.com:8880/smt.php?id=aljazeera_twn
BBC World News,http://test.jdshipin.com:8880/smt.php?id=Bbcnews
BBC World News,http://test.jdshipin.com:8880/smt.php?id=bbcnews_twn
Bloomberg News,http://test.jdshipin.com:8880/smt.php?id=bloomberg_twn
CBS HD,http://test.jdshipin.com:8880/smt.php?id=cbshd_glo
CBSN HD,http://test.jdshipin.com:8880/smt.php?id=cbsn_glo
CGTN,http://test.jdshipin.com:8880/smt.php?id=CGTN
CNA,http://test.jdshipin.com:8880/smt.php?id=cna
CNBC,http://test.jdshipin.com:8880/smt.php?id=cnbc_twn
CNN International,http://test.jdshipin.com:8880/smt.php?id=Cnn
CNN(備用),http://test.jdshipin.com:8880/smt.php?id=cnn_twn
DW (Deutsch),http://test.jdshipin.com:8880/smt.php?id=dw_twn
Fox News,http://test.jdshipin.com:8880/smt.php?id=foxnews_twn
France 24,http://test.jdshipin.com:8880/smt.php?id=france24_twn
NHK World,http://test.jdshipin.com:8880/smt.php?id=nhkworld_japan
Skynews,http://test.jdshipin.com:8880/smt.php?id=skynews_antik
東森財經新聞,http://test.jdshipin.com:8880/smt.php?id=ettvcaijing_twn
兒童 Kids梯子,#genre#
Animax,http://test.jdshipin.com:8880/smt.php?id=Animax
Baby TV Eng,http://test.jdshipin.com:8880/smt.php?id=Babytv
Baby TV,http://test.jdshipin.com:8880/smt.php?id=babytv_twn
Boomerang Taiwan,http://test.jdshipin.com:8880/smt.php?id=boomerang_twn
Boomerang,http://test.jdshipin.com:8880/smt.php?id=Boomerang
CBeebies,http://test.jdshipin.com:8880/smt.php?id=Cbeebies
Cartoon Network,http://test.jdshipin.com:8880/smt.php?id=Cn
Disney Taiwan,http://test.jdshipin.com:8880/smt.php?id=disneytwn_twn
Kids TV,http://test.jdshipin.com:8880/smt.php?id=KidsTV
MiaoMi,http://test.jdshipin.com:8880/smt.php?id=MiaoMi
Momo TV,http://test.jdshipin.com:8880/smt.php?id=momo1_twn
Nick Jr,http://test.jdshipin.com:8880/smt.php?id=Nickjr
Nickelodeon,http://test.jdshipin.com:8880/smt.php?id=Nickelodeon
東森幼幼 Yoyo TV,http://test.jdshipin.com:8880/smt.php?id=yoyo_twn
靖天卡通台,http://test.jdshipin.com:8880/smt.php?id=jingtiancartoon_twn
泰國 Thailand梯子,#genre#
Amarin,http://test.jdshipin.com:8880/smt.php?id=amarin_pat
Ch 8,http://test.jdshipin.com:8880/smt.php?id=ch8_pat
Channel 3 Thailand,http://test.jdshipin.com:8880/smt.php?id=ch3_pat
Channel 5 Thailand,http://test.jdshipin.com:8880/smt.php?id=ch5_pat
Channel 7 Thailand,http://test.jdshipin.com:8880/smt.php?id=ch7_pat
Gmm Channel,http://test.jdshipin.com:8880/smt.php?id=gmmchannel_pat
GmmOne,http://test.jdshipin.com:8880/smt.php?id=gmmone_pat
MCOT HD Thailand-1,http://test.jdshipin.com:8880/smt.php?id=mcot_pat
Mono,http://test.jdshipin.com:8880/smt.php?id=mono_pat
Nation,http://test.jdshipin.com:8880/smt.php?id=nation_pat
Nbt,http://test.jdshipin.com:8880/smt.php?id=nbt_pat
New,http://test.jdshipin.com:8880/smt.php?id=new_pat
PPTV Thailand1,http://test.jdshipin.com:8880/smt.php?id=pptv_pat
TPTV,http://test.jdshipin.com:8880/smt.php?id=tptv_pat
Thai Thai,http://test.jdshipin.com:8880/smt.php?id=thaithai_pat
Thairath,http://test.jdshipin.com:8880/smt.php?id=thairath_pat
Tnn24,http://test.jdshipin.com:8880/smt.php?id=tnn24_pat
Workpoint,http://test.jdshipin.com:8880/smt.php?id=workpoint_pat
tpbs,http://test.jdshipin.com:8880/smt.php?id=tpbs_pat
英國 United Kingdom梯子,#genre#
Al-Jazeera,http://test.jdshipin.com:8880/smt.php?id=aljazeera_twn
Animal Planet (Eng),http://test.jdshipin.com:8880/smt.php?id=AnimalPlanet
Axn HD,http://test.jdshipin.com:8880/smt.php?id=Axn
BBC 1,http://test.jdshipin.com:8880/smt.php?id=bbc1_antik
BBC 2,http://test.jdshipin.com:8880/smt.php?id=bbc2_antik
BBC Earth HD,http://test.jdshipin.com:8880/smt.php?id=bbcearth_twn
BBC Earth Lifestyle,http://test.jdshipin.com:8880/smt.php?id=bbclifestyle_twn
BBC World News,http://test.jdshipin.com:8880/smt.php?id=bbcworldnews_antik
Bloomberg News,http://test.jdshipin.com:8880/smt.php?id=bloomberg_twn
Boomerang,http://test.jdshipin.com:8880/smt.php?id=Boomerang
CBBC,http://test.jdshipin.com:8880/smt.php?id=cbbc_antik
CBeebies,http://test.jdshipin.com:8880/smt.php?id=Cbeebies
CGTN,http://test.jdshipin.com:8880/smt.php?id=CGTN
CNBC,http://test.jdshipin.com:8880/smt.php?id=cnbc_twn
Channel 4,http://test.jdshipin.com:8880/smt.php?id=channel4_antik
DW (Deutsch),http://test.jdshipin.com:8880/smt.php?id=dw_twn
Euronews,http://test.jdshipin.com:8880/smt.php?id=euronews_antik
France 24,http://test.jdshipin.com:8880/smt.php?id=france24_twn
Freesports,http://test.jdshipin.com:8880/smt.php?id=freesports_antik
HBO HD,http://test.jdshipin.com:8880/smt.php?id=Hbo
HGTV,http://test.jdshipin.com:8880/smt.php?id=HGTV
History,http://test.jdshipin.com:8880/smt.php?id=History
Hits Movie,http://test.jdshipin.com:8880/smt.php?id=Hitsmovie
Kids TV,http://test.jdshipin.com:8880/smt.php?id=KidsTV
MTV Live,http://test.jdshipin.com:8880/smt.php?id=mtvhd_twn
More4,http://test.jdshipin.com:8880/smt.php?id=more4_antik
NHK World,http://test.jdshipin.com:8880/smt.php?id=nhkworld_japan
NatGeo HD,http://test.jdshipin.com:8880/smt.php?id=Natgeo
NatGeo Wild HD,http://test.jdshipin.com:8880/smt.php?id=Natgeowild
Nick Jr,http://test.jdshipin.com:8880/smt.php?id=Nickjr
Nickelodeon,http://test.jdshipin.com:8880/smt.php?id=Nickelodeon
Pick TV,http://test.jdshipin.com:8880/smt.php?id=picktv_antik
Skynews,http://test.jdshipin.com:8880/smt.php?id=skynews_antik
Skysports Arena,http://test.jdshipin.com:8880/smt.php?id=tiankongarena
Skysports Cricket,http://test.jdshipin.com:8880/smt.php?id=tiankongcricket
Skysports EPL,http://test.jdshipin.com:8880/smt.php?id=tiankongepl
Skysports F1,http://test.jdshipin.com:8880/smt.php?id=tiankongf1
Skysports Football,http://test.jdshipin.com:8880/smt.php?id=tiankongfootball
Skysports Golf,http://test.jdshipin.com:8880/smt.php?id=tiankonggolf
Skysports Main Event,http://test.jdshipin.com:8880/smt.php?id=tiankongmain
Skysports News,http://test.jdshipin.com:8880/smt.php?id=tiankongnews
Star Movies HD,http://test.jdshipin.com:8880/smt.php?id=starmovies_raj
TLC,http://test.jdshipin.com:8880/smt.php?id=Tlc
Thrill,http://test.jdshipin.com:8880/smt.php?id=Thrill
Warner TV,http://test.jdshipin.com:8880/smt.php?id=WarnerTV
itv 1,http://test.jdshipin.com:8880/smt.php?id=itv1_antik
itv 2,http://test.jdshipin.com:8880/smt.php?id=itv2_antik
越南 Vietnam梯子,#genre#
ANTV,http://test.jdshipin.com:8880/smt.php?id=viet_antv
BPTV 2,http://test.jdshipin.com:8880/smt.php?id=viet_bptv2
BRT HD,http://test.jdshipin.com:8880/smt.php?id=viet_brt
Ca Mau TV,http://test.jdshipin.com:8880/smt.php?id=viet_camautv
Danang TV1 HD,http://test.jdshipin.com:8880/smt.php?id=viet_danangtv1
Danang TV2 HD,http://test.jdshipin.com:8880/smt.php?id=viet_danangtv2
HBTV HD,http://test.jdshipin.com:8880/smt.php?id=viet_hbtv
HTV 7,http://test.jdshipin.com:8880/smt.php?id=viet_htv7
HTV 9,http://test.jdshipin.com:8880/smt.php?id=viet_htv9
PTTH 1,http://test.jdshipin.com:8880/smt.php?id=viet_ptth1
VTV 1,http://test.jdshipin.com:8880/smt.php?id=viet_vtv1
VTV 7,http://test.jdshipin.com:8880/smt.php?id=viet_vtv7
韓國 Korea梯子,#genre#
All the Kpop,http://test.jdshipin.com:8880/smt.php?id=allthekpop_korea
Apps TV,http://test.jdshipin.com:8880/smt.php?id=appongoogle_korea
Arirang HD,http://test.jdshipin.com:8880/smt.php?id=arirang_korea
CBS,http://test.jdshipin.com:8880/smt.php?id=cbs_korea
CGNTV,http://test.jdshipin.com:8880/smt.php?id=cgntv_korea
EBS 1,http://test.jdshipin.com:8880/smt.php?id=ebs1_korea
EBS Kids,http://test.jdshipin.com:8880/smt.php?id=ebskids_korea
EBS Plus2,http://test.jdshipin.com:8880/smt.php?id=ebsplus2_korea
EBS2,http://test.jdshipin.com:8880/smt.php?id=ebs2_korea
J the Kpop,http://test.jdshipin.com:8880/smt.php?id=jthekpop_korea
KBS World 24,http://test.jdshipin.com:8880/smt.php?id=kbsworld24_korea
SBS Plus,http://test.jdshipin.com:8880/smt.php?id=sbsplus_korea
YTN DMB,http://test.jdshipin.com:8880/smt.php?id=ytndmb_korea
YTN Korean,http://test.jdshipin.com:8880/smt.php?id=ytnkorean_korea
YTN Science,http://test.jdshipin.com:8880/smt.php?id=ytnscience_korea
YTN,http://test.jdshipin.com:8880/smt.php?id=ytn_korea
Yonhap News,http://test.jdshipin.com:8880/smt.php?id=yonhapnews_korea
日本 Japan梯子,#genre#
BS-TBS,http://test.jdshipin.com:8880/smt.php?id=bstbs_japan
BSジャパン 181,http://test.jdshipin.com:8880/smt.php?id=bs181_japan
BSフジ BS Fuji,http://test.jdshipin.com:8880/smt.php?id=bsfuji_japan
CNA Japan,http://test.jdshipin.com:8880/smt.php?id=cna_japan
JET 綜合,http://test.jdshipin.com:8880/smt.php?id=jettv_japan
NHK Oaska,http://test.jdshipin.com:8880/smt.php?id=nhkosaka_japan
NHK World,http://test.jdshipin.com:8880/smt.php?id=nhkworld_japan
NHK-E,http://test.jdshipin.com:8880/smt.php?id=nhke_japan
NHK-総合-2,http://test.jdshipin.com:8880/smt.php?id=nhkg_japan
NHKBS1,http://test.jdshipin.com:8880/smt.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://test.jdshipin.com:8880/smt.php?id=nhkpremium_japan
TOKYOMX,http://test.jdshipin.com:8880/smt.php?id=tokyomx_japan
テレビ朝日 Asahi TV,http://test.jdshipin.com:8880/smt.php?id=asahitv_japan
テレビ東京 Tokyo TV,http://test.jdshipin.com:8880/smt.php?id=tokyotv_japan
