

🇨🇳🇨🇳家的味道🇨🇳🇨🇳,#genre#
风云足球HD,http://59.175.155.114:8899/rtp/239.69.1.81:10126
风云音乐HD,http://59.175.155.114:8899/rtp/239.69.1.90:10180
世界地理HD,http://59.175.155.114:8899/rtp/239.69.1.91:10186
电视指南HD,http://59.175.155.114:8899/rtp/239.69.1.87:10162
怀旧剧场HD,http://59.175.155.114:8899/rtp/239.69.1.86:10156
怀旧剧场HD,http://59.175.155.114:8899/rtp/239.69.1.89:10174
兵器科技HD,http://59.175.155.114:8899/rtp/239.69.1.79:10114
高尔夫网球HD,http://59.175.155.114:8899/rtp/239.69.1.83:10138
央视台球HD,http://59.175.155.114:8899/rtp/239.69.1.98:10224
梨园频道HD,http://59.175.155.114:8899/rtp/239.69.1.33:9838
中学生HD,http://59.175.155.114:8899/rtp/239.69.2.17:11256
法治天地HD,http://59.175.155.114:8899/rtp/239.69.2.10:11214
游戏风云HD,http://59.175.155.114:8899/rtp/239.69.2.8:11202
茶频道HD,http://59.175.155.114:8899/rtp/239.69.1.144:10500
金色学堂HD,http://59.175.155.114:8899/rtp/239.69.2.13:11232
武术世界HD,http://59.175.155.114:8899/rtp/239.69.1.47:9922
文物宝库HD,http://59.175.155.114:8899/rtp/239.69.1.46:9916
快乐垂钓HD,http://59.175.155.114:8899/rtp/239.69.1.142:10488
生活时尚HD,http://59.175.155.114:8899/rtp/239.69.2.11:11220
中国交通HD,http://59.175.155.114:8899/rtp/239.69.2.3:11172
乐游HD,http://59.175.155.114:8899/rtp/239.69.2.12:11226
动漫秀场HD,http://59.175.155.114:8899/rtp/239.69.2.6:11190
金鹰卡通HD,http://59.175.155.114:8899/rtp/239.69.1.248:11130
金鹰纪实HD,http://59.175.155.114:8899/rtp/239.69.1.109:10292
卡酷少儿HD,http://59.175.155.114:8899/rtp/239.69.1.193:10800
东方财经HD,http://59.175.155.114:8899/rtp/239.69.2.9:11208
都市剧场HD,http://59.175.155.114:8899/rtp/239.69.2.4:11178
中华特产HD,http://59.175.155.114:8899/rtp/239.69.2.18:11262
凤凰中文台HD,http://59.175.155.114:8899/rtp/239.69.2.20:11274
凤凰资讯台HD,http://59.175.155.114:8899/rtp/239.69.2.19:11268
九屏导视HD,http://59.175.155.114:8899/rtp/239.69.1.156:10572
四海钓鱼HD,http://59.175.155.114:8899/rtp/239.69.1.244:11106

CETV2SD,http://59.175.155.114:8899/rtp/239.69.1.183:10734
CETV4SD,http://59.175.155.114:8899/rtp/239.69.1.175:10686
CGTNSD,http://59.175.155.114:8899/rtp/239.254.96.7:8016
书法频道SD,http://59.175.155.114:8899/rtp/239.69.1.189:10776
环球奇观SD,http://59.175.155.114:8899/rtp/239.254.96.192:9232
国学频道SD,http://59.175.155.114:8899/rtp/239.254.96.194:9244
新动漫SD,http://59.175.155.114:8899/rtp/239.69.1.187:10764
老故事SD,http://59.175.155.114:8899/rtp/239.69.1.85:10150
先锋乒羽SD,http://59.175.155.114:8899/rtp/239.69.1.143:10494

卡酷少儿SD,http://59.175.155.114:8899/rtp/239.254.96.188:9208
山东教育卫视SD,http://59.175.155.114:8899/rtp/239.69.1.228:11010
重庆汽摩SD,http://59.175.155.114:8899/rtp/239.69.1.84:10144
财富天下SD,http://59.175.155.114:8899/rtp/239.254.96.210:9340
央广购物SD,http://59.175.155.114:8899/rtp/239.69.2.1:11160
优购物SD,http://59.175.155.114:8899/rtp/239.69.1.65:10030
优购物SD,http://59.175.155.114:8899/rtp/239.69.2.15:11244
聚鲨环球精选SD,http://59.175.155.114:8899/rtp/239.69.2.14:11238
